Player,From,To,Pos,Ht,Wt,Birth Date,College,Link
Michael Cooper,1979,1990,G-F,6-5,170.0,"April 15, 1956",University of New Mexico,/players/c/coopemi01.html
Wayne Cooper,1979,1992,C-F,6-10,220.0,"November 16, 1956",University of New Orleans,/players/c/coopewa01.html
Tom Copa,1992,1992,C,6-10,275.0,"October 30, 1964",Marquette University,/players/c/copato01.html
Chris Copeland,2013,2016,F,6-9,239.0,"March 17, 1984",University of Colorado,/players/c/copelch01.html
Hollis Copeland,1980,1982,F,6-6,180.0,"December 20, 1955",Rutgers University,/players/c/copelho01.html
Lanard Copeland,1990,1992,G,6-6,190.0,"July 16, 1965",Georgia State University,/players/c/copella01.html
Tyrone Corbin,1986,2001,G-F,6-6,210.0,"December 31, 1962",DePaul University,/players/c/corbity01.html
Chris Corchiani,1992,1994,G,6-0,185.0,"March 28, 1968",North Carolina State University,/players/c/corchch01.html
Ken Corley,1947,1947,C,6-5,210.0,,Oklahoma State Teachers College,/players/c/corleke01.html
Ray Corley,1950,1953,G,6-0,180.0,"January 1, 1928",Georgetown University,/players/c/corlera01.html
Dave Corzine,1979,1991,C,6-11,250.0,"April 25, 1956",DePaul University,/players/c/corzida01.html
Larry Costello,1955,1968,G,6-1,186.0,"July 2, 1931",Niagara University,/players/c/costela01.html
Bryce Cotton,2015,2016,G,6-1,165.0,"August 11, 1992",Providence College,/players/c/cottobr01.html
Jack Cotton,1950,1950,F-C,6-7,200.0,"October 25, 1924",University of Wyoming,/players/c/cottoja01.html
James Cotton,1998,1999,G,6-5,220.0,"December 14, 1975","California State University, Long Beach",/players/c/cottoja02.html
John Coughran,1980,1980,F,6-7,225.0,"September 12, 1951",University of California,/players/c/coughjo01.html
Mel Counts,1965,1976,C-F,7-0,230.0,"October 16, 1941",Oregon State University,/players/c/countme01.html
Steve Courtin,1965,1965,G,6-1,188.0,"September 21, 1942",Saint Joseph's University,/players/c/courtst01.html
Joe Courtney,1993,1997,F,6-8,235.0,"October 17, 1969",University of Southern Mississippi,/players/c/courtjo01.html
Marcus Cousin,2011,2011,C,6-11,245.0,"December 18, 1986",University of Houston,/players/c/cousima01.html
DeMarcus Cousins,2011,2017,C-F,6-11,270.0,"August 13, 1990",University of Kentucky,/players/c/couside01.html
Bob Cousy*,1951,1970,G,6-1,175.0,"August 9, 1928",College of the Holy Cross,/players/c/cousybo01.html
Robert Covington,2014,2017,F,6-9,215.0,"December 14, 1990",Tennessee State University,/players/c/covinro01.html
Dave Cowens*,1971,1983,C-F,6-9,230.0,"October 25, 1948",Florida State University,/players/c/cowenda01.html
Chubby Cox,1983,1983,G,6-2,180.0,"December 29, 1955",University of San Francisco,/players/c/coxch01.html
Johnny Cox,1963,1963,G,6-4,180.0,"November 1, 1936",University of Kentucky,/players/c/coxjo01.html
Wesley Cox,1978,1979,F,6-6,215.0,"January 27, 1955",University of Louisville,/players/c/coxwe01.html
Allen Crabbe,2014,2017,G-F,6-6,210.0,"April 9, 1992",University of California,/players/c/crabbal01.html
Chris Crawford,1998,2004,F,6-9,235.0,"May 13, 1975",Marquette University,/players/c/crawfch01.html
Freddie Crawford,1967,1971,G-F,6-4,189.0,"December 23, 1941",St. Bonaventure University,/players/c/crawffr01.html
Jamal Crawford,2001,2017,G,6-5,200.0,"March 20, 1980",University of Michigan,/players/c/crawfja01.html
Joe Crawford,2009,2009,F,6-5,210.0,"June 17, 1986",University of Kentucky,/players/c/crawfjo01.html
Jordan Crawford,2011,2017,G,6-4,195.0,"October 23, 1988",Xavier University,/players/c/crawfjo02.html
Jim Creighton,1976,1976,F,6-8,200.0,"April 18, 1950",University of Colorado,/players/c/creigji01.html
Ron Crevier,1986,1986,C,7-0,235.0,"April 14, 1958",Boston College,/players/c/creviro01.html
Hal Crisler,1947,1947,F,6-3,215.0,"December 31, 1923",Iowa State University,/players/c/crislha01.html
Joe Crispin,2002,2002,G,6-0,185.0,"July 18, 1979",Pennsylvania State University,/players/c/crispjo01.html
Charlie Criss,1978,1985,G,5-8,165.0,"November 6, 1948",New Mexico State University,/players/c/crissch01.html
Russell Critchfield,1969,1969,G,5-10,150.0,"June 27, 1946",University of California,/players/c/critcru01.html
Winston Crite,1988,1989,F,6-7,233.0,"June 20, 1965",Texas A&M University,/players/c/critewi01.html
Javaris Crittenton,2008,2009,G,6-5,200.0,"December 31, 1987",Georgia Institute of Technology,/players/c/crittja01.html
Dillard Crocker,1949,1953,F-G,6-4,205.0,"January 19, 1925",Western Michigan University,/players/c/crockdi01.html
Bobby Croft,1971,1971,C,6-10,200.0,"March 17, 1946",University of Tennessee,/players/c/croftbo01.html
Geoff Crompton,1979,1984,C,6-11,280.0,"July 4, 1955",University of North Carolina,/players/c/crompge01.html
Terry Crosby,1980,1980,G,6-4,195.0,"January 4, 1957",University of Tennessee,/players/c/crosbte01.html
Austin Croshere,1998,2009,F,6-9,235.0,"May 1, 1975",Providence College,/players/c/croshau01.html
Jeff Cross,1986,1986,F,6-10,240.0,"September 1, 1961",University of Maine,/players/c/crossje01.html
Pete Cross,1971,1973,C-F,6-9,230.0,"March 28, 1948",University of San Francisco,/players/c/crosspe01.html
Russell Cross,1984,1984,C,6-10,215.0,"September 5, 1961",Purdue University,/players/c/crossru01.html
Chink Crossin,1948,1950,G,6-1,165.0,"July 4, 1923",University of Pennsylvania,/players/c/crossch01.html
John Crotty,1993,2003,G,6-1,185.0,"July 15, 1969",University of Virginia,/players/c/crottjo01.html
Bill Crow,1968,1968,G,6-1,180.0,"December 9, 1940",Westminster College of Utah,/players/c/crowbi01.html
Mark Crow,1978,1978,F,6-7,210.0,"October 22, 1954",Duke University,/players/c/crowma01.html
Corey Crowder,1992,1995,G-F,6-5,214.0,"April 13, 1969",Kentucky Wesleyan College,/players/c/crowdco01.html
Jae Crowder,2013,2017,F,6-6,235.0,"July 6, 1990",Marquette University,/players/c/crowdja01.html
Al Cueto,1970,1971,C-F,6-7,230.0,"August 2, 1946",University of Tulsa,/players/c/cuetoal01.html
Pat Cummings,1980,1991,F-C,6-9,230.0,"July 11, 1956",University of Cincinnati,/players/c/cummipa01.html
Terry Cummings,1983,2000,F,6-9,220.0,"March 15, 1961",DePaul University,/players/c/cummite01.html
Vonteego Cummings,2000,2002,G,6-3,185.0,"February 29, 1976",University of Pittsburgh,/players/c/cummivo01.html
Billy Cunningham*,1966,1976,F-C,6-6,210.0,"June 3, 1943",University of North Carolina,/players/c/cunnibi01.html
Dante Cunningham,2010,2017,F,6-8,230.0,"April 22, 1987",Villanova University,/players/c/cunnida01.html
Dick Cunningham,1969,1975,C,6-10,245.0,"July 11, 1946",Murray State University,/players/c/cunnidi01.html
Jared Cunningham,2013,2016,G,6-4,195.0,"May 22, 1991",Oregon State University,/players/c/cunnija01.html
William Cunningham,1998,1999,C,6-11,250.0,"March 25, 1974",Temple University,/players/c/cunniwi01.html
Radisav Curcic,1993,1993,C,6-10,275.0,"September 26, 1965",,/players/c/curcira01.html
Armand Cure,1947,1947,F,6-0,198.0,"August 1, 1919",University of Rhode Island,/players/c/curear01.html
Earl Cureton,1981,1997,F-C,6-9,210.0,"September 3, 1957",University of Detroit Mercy,/players/c/curetea01.html
Bill Curley,1995,2001,F,6-9,220.0,"May 29, 1972",Boston College,/players/c/curlebi01.html
Fran Curran,1949,1950,G,6-0,175.0,"September 9, 1922",University of Notre Dame,/players/c/currafr01.html
Dell Curry,1987,2002,G,6-4,190.0,"June 25, 1964",Virginia Polytechnic Institute and State University,/players/c/curryde01.html
Eddy Curry,2002,2013,C,7-0,295.0,"December 5, 1982",,/players/c/curryed01.html
JamesOn Curry,2010,2010,G,6-3,190.0,"January 7, 1986",Oklahoma State University,/players/c/curryja01.html
Michael Curry,1994,2005,F-G,6-5,210.0,"August 22, 1968",Georgia Southern University,/players/c/currymi01.html
Seth Curry,2014,2017,G,6-2,185.0,"August 23, 1990",Duke University,/players/c/curryse01.html
Stephen Curry,2010,2017,G,6-3,190.0,"March 14, 1988",Davidson College,/players/c/curryst01.html
Rastko Cvetkovic,1996,1996,C,7-1,260.0,"June 22, 1970",,/players/c/cvetkra01.html
Mike D'Antoni,1974,1977,G,6-3,185.0,"May 8, 1951",Marshall University,/players/d/dantomi01.html
Mike Dabich,1968,1968,C,7-0,242.0,"December 27, 1942",New Mexico State University,/players/d/dabicmi01.html
Ed Dahler,1952,1952,F,6-5,190.0,"January 31, 1926",Duquesne University,/players/d/dahleed01.html
Quintin Dailey,1983,1992,G,6-3,180.0,"January 22, 1961",University of San Francisco,/players/d/dailequ01.html
Samuel Dalembert,2002,2015,C,6-11,255.0,"May 10, 1981",Seton Hall University,/players/d/dalemsa01.html
Howie Dallmar,1947,1949,F,6-4,200.0,"May 24, 1922",Stanford University,/players/d/dallmho01.html
Erick Dampier,1997,2012,C,6-11,265.0,"July 14, 1975",Mississippi State University,/players/d/dampier01.html
Louie Dampier*,1968,1979,G,6-0,170.0,"November 20, 1944",University of Kentucky,/players/d/dampilo01.html
Bob Dandridge,1970,1982,F-G,6-6,195.0,"November 15, 1947",Norfolk State University,/players/d/dandrbo01.html
Antonio Daniels,1998,2011,G,6-4,195.0,"March 19, 1975",Bowling Green State University,/players/d/daniean01.html
Erik Daniels,2005,2005,F,6-8,214.0,"April 1, 1982",University of Kentucky,/players/d/danieer01.html
Lloyd Daniels,1993,1998,G,6-7,205.0,"September 4, 1967",Mount San Antonio College,/players/d/daniell01.html
Marquis Daniels,2004,2013,G-F,6-6,200.0,"January 7, 1981",Auburn University,/players/d/daniema01.html
Mel Daniels*,1968,1977,C,6-9,220.0,"July 20, 1944",University of New Mexico,/players/d/danieme01.html
Troy Daniels,2014,2017,G,6-4,205.0,"July 15, 1991",Virginia Commonwealth University,/players/d/danietr01.html
Sasha Danilovic,1996,1997,G,6-5,200.0,"February 26, 1970",,/players/d/danilsa01.html
Adrian Dantley*,1977,1991,F-G,6-5,208.0,"February 28, 1956",University of Notre Dame,/players/d/dantlad01.html
Pete Darcey,1953,1953,C,6-7,217.0,"March 3, 1930",Oklahoma State University,/players/d/darcepe01.html
Jimmy Darden,1950,1950,G,6-1,170.0,"June 19, 1922",University of Denver,/players/d/dardeji01.html
Ollie Darden,1968,1970,F-C,6-7,235.0,"July 28, 1944",University of Michigan,/players/d/dardeol01.html
Yinka Dare,1995,1998,C,7-0,265.0,"October 10, 1972",George Washington University,/players/d/dareyi01.html
Jesse Dark,1975,1975,G,6-5,210.0,"September 2, 1951",Virginia Commonwealth University,/players/d/darkje01.html
Rick Darnell,1976,1976,C-F,6-10,215.0,"January 1, 1953",San Jose State University,/players/d/darneri01.html
Jimmy Darrow,1962,1962,G,5-10,170.0,"September 25, 1937",Bowling Green State University,/players/d/darroji01.html
Luigi Datome,2014,2015,F,6-8,215.0,"November 27, 1987",,/players/d/datomlu01.html
Brad Daugherty,1987,1994,C,7-0,245.0,"October 19, 1965",University of North Carolina,/players/d/daughbr01.html
Mack Daughtry,1971,1971,G,6-3,175.0,,Albany State University,/players/d/daughma01.html
Kornel David,1999,2001,F,6-9,235.0,"October 22, 1971",,/players/d/davidko01.html
Jermareo Davidson,2008,2009,F,6-10,230.0,"November 15, 1984",University of Alabama,/players/d/davidje01.html
Bob Davies*,1949,1955,G-F,6-1,175.0,"January 15, 1920",Seton Hall University,/players/d/daviebo01.html
Brandon Davies,2014,2015,F,6-10,240.0,"July 25, 1991",Brigham Young University,/players/d/daviebr01.html
Anthony Davis,2013,2017,F-C,6-10,253.0,"March 11, 1993",University of Kentucky,/players/d/davisan02.html
Antonio Davis,1994,2006,F-C,6-9,215.0,"October 31, 1968",University of Texas at El Paso,/players/d/davisan01.html
Aubrey Davis,1947,1947,G-F,6-2,175.0,"March 28, 1921",Oklahoma Baptist University,/players/d/davisau01.html
Baron Davis,2000,2012,G,6-3,209.0,"April 13, 1979","University of California, Los Angeles",/players/d/davisba01.html
Ben Davis,1997,2000,F,6-9,240.0,"December 26, 1972",University of Arizona,/players/d/davisbe01.html
Bill Davis,1947,1947,F,6-3,215.0,"October 3, 1921",University of Notre Dame,/players/d/davisbi01.html
Bob Davis,1973,1973,F,6-7,215.0,"April 2, 1950",Weber State University,/players/d/davisbo01.html
Brad Davis,1978,1992,G,6-3,180.0,"December 17, 1955",University of Maryland,/players/d/davisbr01.html
Brian Davis,1994,1994,F-G,6-7,200.0,"June 21, 1970",Duke University,/players/d/davisbr02.html
Charles Davis,1982,1990,F,6-7,215.0,"October 5, 1958",Vanderbilt University,/players/d/davisch02.html
Charlie Davis,1972,1974,G,6-2,160.0,"September 7, 1949",Wake Forest University,/players/d/davisch01.html
Dale Davis,1992,2007,F-C,6-11,230.0,"March 25, 1969",Clemson University,/players/d/davisda01.html
Deyonta Davis,2017,2017,F-C,6-11,237.0,"December 2, 1996",Michigan State University,/players/d/davisde01.html
Dwight Davis,1973,1977,F,6-8,220.0,"October 28, 1949",University of Houston,/players/d/davisdw01.html
Ed Davis,2011,2017,F,6-10,240.0,"June 5, 1989",University of North Carolina,/players/d/davised01.html
Emanual Davis,1997,2003,G,6-4,195.0,"August 27, 1968",Delaware State University,/players/d/davisem01.html
Glen Davis,2008,2015,F-C,6-9,289.0,"January 1, 1986",Louisiana State University,/players/d/davisgl01.html
Harry Davis,1979,1980,F,6-7,220.0,"January 27, 1956",Florida State University,/players/d/davisha01.html
Hubert Davis,1993,2004,G,6-5,183.0,"May 17, 1970",University of North Carolina,/players/d/davishu01.html
Jim Davis,1968,1975,C-F,6-9,225.0,"December 18, 1941",University of Colorado,/players/d/davisji01.html
Johnny Davis,1977,1986,G,6-2,170.0,"October 21, 1955",University of Dayton,/players/d/davisjo01.html
Josh Davis,2004,2012,F,6-8,235.0,"August 10, 1980",University of Wyoming,/players/d/davisjo02.html
Lee Davis,1969,1976,C-F,6-8,235.0,"October 11, 1945",North Carolina Central University,/players/d/davisle01.html
Mark Davis,1989,1989,F-G,6-6,195.0,"June 8, 1963",Old Dominion University,/players/d/davisma01.html
Mark Davis,1996,2000,G-F,6-7,210.0,"April 26, 1973",Texas Tech University,/players/d/davisma02.html
Mel Davis,1974,1977,F,6-6,220.0,"November 9, 1950",St. John's University,/players/d/davisme01.html
Mickey Davis,1972,1977,F-G,6-7,195.0,"June 16, 1950",Duquesne University,/players/d/davismi02.html
Mike Davis,1970,1973,G,6-3,185.0,"July 26, 1946",Virginia Union University,/players/d/davismi01.html
Mike Davis,1983,1983,F,6-10,230.0,"August 2, 1956",University of Maryland,/players/d/davismi03.html
Monti Davis,1981,1981,F,6-7,205.0,"July 26, 1958",Tennessee State University,/players/d/davismo01.html
Paul Davis,2007,2010,C,6-11,270.0,"July 21, 1984",Michigan State University,/players/d/davispa01.html
Ralph Davis,1961,1962,G,6-4,180.0,"September 7, 1938",University of Cincinnati,/players/d/davisra01.html
Red Davis,1956,1956,C,6-7,220.0,"April 22, 1932",St. John's University,/players/d/davisre01.html
Ricky Davis,1999,2010,G,6-6,195.0,"September 23, 1979",University of Iowa,/players/d/davisri01.html
Ron Davis,1977,1982,G-F,6-6,198.0,"May 1, 1954",Washington State University,/players/d/davisro01.html
Terry Davis,1990,2001,F-C,6-9,225.0,"June 17, 1967",Virginia Union University,/players/d/daviste01.html
Walt Davis,1954,1958,C-F,6-8,205.0,"January 5, 1931",Texas A&M University,/players/d/daviswa01.html
Walter Davis,1978,1992,G-F,6-6,193.0,"September 9, 1954",University of North Carolina,/players/d/daviswa03.html
Warren Davis,1968,1973,F-C,6-6,212.0,"June 30, 1943",North Carolina Agricultural and Technical State University,/players/d/daviswa02.html
Willie Davis,1971,1971,C,6-8,234.0,"August 9, 1945",University of North Texas,/players/d/daviswi01.html
Andre Dawkins,2015,2015,G,6-5,215.0,"September 19, 1991",Duke University,/players/d/dawkian01.html
Darryl Dawkins,1976,1989,C,6-11,251.0,"January 11, 1957",,/players/d/dawkida01.html
Johnny Dawkins,1987,1995,G,6-2,165.0,"September 28, 1963",Duke University,/players/d/dawkijo01.html
Paul Dawkins,1980,1980,F,6-5,190.0,"June 10, 1957",Northern Illinois University,/players/d/dawkipa01.html
Branden Dawson,2016,2016,F,6-6,225.0,"February 1, 1993",Michigan State University,/players/d/dawsobr01.html
Eric Dawson,2012,2012,F,6-9,250.0,"July 7, 1984",Midwestern State University,/players/d/dawsoer01.html
Jimmy Dawson,1968,1968,G,6-0,175.0,"April 18, 1945",University of Illinois at Urbana-Champaign,/players/d/dawsoji01.html
Tony Dawson,1991,1995,F,6-7,215.0,"August 25, 1967",Florida State University,/players/d/dawsoto01.html
Todd Day,1993,2001,G-F,6-6,188.0,"January 7, 1970",University of Arkansas,/players/d/dayto01.html
Austin Daye,2010,2015,F,6-11,220.0,"June 5, 1988",Gonzaga University,/players/d/dayeau01.html
Darren Daye,1984,1988,F-G,6-8,220.0,"November 30, 1960","University of California, Los Angeles",/players/d/dayeda01.html
Nando De Colo,2013,2014,G,6-5,200.0,"June 23, 1987",,/players/d/decolna01.html
Greg Deane,1980,1980,G,6-4,190.0,"December 6, 1957",University of Utah,/players/d/deanegr01.html
Billy DeAngelis,1971,1971,G,6-1,180.0,"October 5, 1946",Saint Joseph's University,/players/d/deangbi01.html
Dave DeBusschere*,1963,1974,F-G,6-6,220.0,"October 16, 1940",University of Detroit Mercy,/players/d/debusda01.html
Andrew DeClercq,1996,2005,F-C,6-10,230.0,"February 1, 1973",University of Florida,/players/d/declean01.html
Dewayne Dedmon,2014,2017,C,7-0,245.0,"August 12, 1989",University of Southern California,/players/d/dedmode01.html
Don Dee,1969,1969,F,6-8,210.0,"August 9, 1943",Saint Mary of the Plains College,/players/d/deedo01.html
Archie Dees,1959,1962,F-C,6-8,205.0,"February 22, 1936",Indiana University,/players/d/deesar01.html
Terry Dehere,1994,1999,G,6-2,190.0,"September 12, 1971",Seton Hall University,/players/d/deherte01.html
Red Dehnert,1947,1947,F,6-3,175.0,"January 24, 1924",Columbia University,/players/d/dehnere01.html
Bryce Dejean-Jones,2016,2016,G,6-6,209.0,"August 21, 1992",Iowa State University,/players/d/dejeabr01.html
Sam Dekker,2016,2017,F,6-9,230.0,"May 6, 1994",University of Wisconsin,/players/d/dekkesa01.html
Vinny Del Negro,1989,2002,G,6-4,185.0,"August 9, 1966",North Carolina State University,/players/d/delnevi01.html
Malcolm Delaney,2017,2017,G,6-3,190.0,"March 11, 1989",Virginia Polytechnic Institute and State University,/players/d/delanma01.html
Bison Dele,1992,1999,F-C,6-9,235.0,"April 6, 1969",University of Arizona,/players/d/delebi01.html
Carlos Delfino,2005,2013,G,6-6,230.0,"August 29, 1982",,/players/d/delfica01.html
Tony Delk,1997,2006,G,6-1,189.0,"January 28, 1974",University of Kentucky,/players/d/delkto01.html
Matthew Dellavedova,2014,2017,G,6-4,198.0,"September 8, 1990",Saint Mary's College of California,/players/d/dellama01.html
